# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
4.5322,437.33,69.508,-15.56,69.916,15.591,38.729,0.0059354,38.729,0.0087808,7.5348,0.99511,32.9,-106,9.7941,0.071831,0,0.24745,0.0034072,1136,0,0.18316,0.0087285,74.107,65.549,1.0869,0.20718,4403170,0,6.639,0.47443,0.47444,0.3132,0.035649,0.12558,0.01803,0.019316,3.1898e-4,0,0,0,0,1.1111e-6,0.0085819,7.874,48.695,82.464,0.012256,NaN,11.832,956.09,338.47,0.01,0.34069
4.5422,438.02,69.353,-15.529,69.76,15.563,38.804,0.0059587,38.804,0.0087982,7.5247,1.0203,32.9,-106,9.7941,0.081443,0,0.31885,0.0031823,1136,0,0.18316,0.0087285,74.103,65.549,1.0864,0.20673,4393201,0,6.6087,0.47439,0.4744,0.31321,0.035622,0.12556,0.020446,0.022162,-4.8454e-5,0,0,0,0,1.8531e-6,0.0085628,7.874,48.695,82.462,0.012086,NaN,11.828,956.01,338.47,0.01,0.34103
4.5522,438.72,69.198,-15.498,69.605,15.534,38.879,0.005982,38.879,0.0088155,7.5144,1.0534,32.9,-106,9.7941,0.093736,0,0.40013,0.0022557,1136,0,0.18316,0.0087285,74.098,65.549,1.0857,0.20628,4383287,0,6.5786,0.47434,0.47435,0.31321,0.035594,0.12553,0.023537,0.025942,-1.6215e-4,0,0,0,0,2.9312e-6,0.0085438,7.874,48.695,82.458,0.011968,NaN,11.823,955.93,338.46,0.01,0.34138
4.5622,439.41,69.043,-15.463,69.45,15.504,38.955,0.0060052,38.955,0.0088327,7.5035,1.1205,32.9,-106,9.7941,0.11726,0,0.49783,0.0015133,1136,0,0.18316,0.0087285,74.088,65.549,1.0845,0.20583,4373521,0,6.5491,0.47429,0.47432,0.31322,0.035568,0.12551,0.029456,0.031545,-3.8442e-4,0,0,0,0,4.557e-6,0.0085248,7.874,48.695,82.453,0.011921,NaN,11.819,955.85,338.46,0.01,0.34173
4.5722,440.1,68.889,-15.429,69.295,15.474,39.03,0.0060284,39.03,0.0088497,7.492,1.1825,32.9,-106,9.7941,0.13926,0,0.61572,0.0011515,1136,0,0.18316,0.0087285,74.079,65.549,1.0833,0.20538,4363774,0,6.5197,0.47425,0.47428,0.31323,0.035541,0.12548,0.034996,0.038029,-2.4017e-4,0,0,0,0,7.0015e-6,0.0085058,7.874,48.695,82.448,0.011918,NaN,11.814,955.77,338.46,0.01,0.342
4.5822,440.78,68.734,-15.395,69.14,15.445,39.104,0.0060514,39.104,0.0088666,7.4799,1.2391,32.9,-106,9.7941,0.15958,0,0.75285,8.7199e-4,1136,0,0.18316,0.0087285,74.071,65.549,1.0822,0.20494,4354045,0,6.4905,0.47421,0.47424,0.31323,0.035514,0.12546,0.040117,0.043787,-4.3049e-4,0,0,0,0,1.0513e-5,0.0084869,7.874,48.695,82.441,0.011934,NaN,11.81,955.69,338.46,0.01,0.34226
4.5922,441.47,68.581,-15.363,68.986,15.417,39.179,0.0060745,39.179,0.0088833,7.4672,1.2899,32.9,-106,9.7941,0.17808,0,0.90871,0.0011912,1136,0,0.18316,0.0087285,74.063,65.549,1.0812,0.2045,4344335,0,6.4614,0.47416,0.47421,0.31324,0.035488,0.12544,0.044781,0.048878,-4.0909e-4,0,0,0,0,1.5383e-5,0.008468,7.874,48.695,82.433,0.011951,NaN,11.805,955.61,338.45,0.01,0.34254
4.6022,442.16,68.427,-15.332,68.832,15.389,39.254,0.0060975,39.254,0.0089,7.4541,1.3213,32.9,-106,9.7941,0.19023,0,1.0774,0.0013951,1136,0,0.18316,0.0087285,74.058,65.549,1.0806,0.20405,4334597,0,6.4322,0.47412,0.47417,0.31324,0.035461,0.12541,0.047846,0.051981,2.3212e-4,0,0,0,0,2.1719e-5,0.0084491,7.874,48.695,82.423,0.011958,NaN,11.801,955.53,338.45,0.01,0.3428
4.6122,442.84,68.274,-15.308,68.678,15.364,39.328,0.0061204,39.328,0.0089165,7.441,1.3022,32.9,-106,9.7941,0.18544,0,1.2478,0.0014463,1136,0,0.18316,0.0087285,74.06,65.549,1.0808,0.2036,4324721,0,6.4025,0.47407,0.47412,0.31325,0.035434,0.12539,0.046638,0.050336,-4.2755e-4,0,0,0,0,2.9265e-5,0.0084302,7.874,48.695,82.411,0.01198,NaN,11.797,955.45,338.45,0.01,0.34304
4.6222,443.52,68.121,-15.285,68.525,15.339,39.403,0.0061432,39.403,0.008933,7.4281,1.279,32.9,-106,9.7941,0.17917,0,1.4122,0.0020201,1136,0,0.18316,0.0087285,74.062,65.549,1.0811,0.20315,4314863,0,6.373,0.47403,0.47407,0.31325,0.035407,0.12536,0.045054,0.049133,-3.7943e-4,0,0,0,0,3.765e-5,0.0084114,7.874,48.695,82.398,0.012002,NaN,11.792,955.37,338.44,0.01,0.34336
4.6322,444.2,67.968,-15.263,68.372,15.314,39.477,0.0061661,39.477,0.0089493,7.4154,1.252,32.9,-106,9.7941,0.17149,0,1.5697,0.0024855,1136,0,0.18316,0.0087285,74.065,65.549,1.0815,0.2027,4305023,0,6.3436,0.47398,0.47403,0.31326,0.035381,0.12534,0.043117,0.04676,-4.7462e-4,0,0,0,0,4.6721e-5,0.0083926,7.874,48.695,82.383,0.012003,NaN,11.788,955.29,338.44,0.01,0.3437
4.6422,444.88,67.816,-15.24,68.219,15.289,39.551,0.0061888,39.551,0.0089655,7.4031,1.2215,32.9,-106,9.7941,0.16252,0,1.7196,0.0025089,1136,0,0.18316,0.0087285,74.069,65.549,1.082,0.20225,4295201,0,6.3143,0.47394,0.47398,0.31327,0.035354,0.12532,0.040855,0.043653,4.9349e-4,0,0,0,0,5.6322e-5,0.0083739,7.874,48.695,82.367,0.012001,NaN,11.783,955.21,338.44,0.01,0.34403
4.6522,445.56,67.663,-15.22,68.066,15.266,39.625,0.0062116,39.625,0.0089816,7.391,1.1802,32.9,-106,9.7941,0.1497,0,1.859,0.0027081,1136,0,0.18316,0.0087285,74.074,65.549,1.0826,0.2018,4285369,0,6.285,0.47389,0.47393,0.31327,0.035328,0.12529,0.037622,0.040412,4.1717e-4,0,0,0,0,6.6119e-5,0.0083552,7.874,48.695,82.349,0.012048,NaN,11.779,955.13,338.44,0.01,0.34447
4.6622,446.23,67.511,-15.203,67.913,15.243,39.699,0.0062342,39.699,0.0089977,7.3796,1.1099,32.9,-106,9.7941,0.12674,0,1.9811,0.0025749,1136,0,0.18316,0.0087285,74.083,65.549,1.0838,0.20134,4275460,0,6.2556,0.47385,0.47387,0.31328,0.035301,0.12527,0.031839,0.034585,4.6675e-4,0,0,0,0,7.5428e-5,0.0083365,7.874,48.695,82.329,0.012126,NaN,11.774,955.05,338.43,0.01,0.34492
4.6722,446.91,67.359,-15.186,67.761,15.222,39.772,0.0062569,39.772,0.0090136,7.3688,1.0388,32.9,-106,9.7941,0.10322,0,2.083,0.0030398,1136,0,0.18316,0.0087285,74.092,65.549,1.085,0.20089,4265569,0,6.2262,0.4738,0.47382,0.31328,0.035274,0.12525,0.025917,0.027613,1.5137e-4,0,0,0,0,8.3772e-5,0.0083178,7.874,48.695,82.309,0.012262,NaN,11.77,954.97,338.43,0.01,0.34522
4.6822,447.58,67.208,-15.17,67.609,15.201,39.846,0.0062795,39.846,0.0090294,7.3588,0.96751,32.9,-106,9.794,0.079345,0,2.1629,0.0030773,1136,0,0.18316,0.0087285,74.102,65.549,1.0862,0.20044,4255696,0,6.1971,0.47376,0.47377,0.31329,0.035248,0.12522,0.019914,0.021842,-3.9812e-4,0,0,0,0,9.0728e-5,0.0082992,7.874,48.695,82.288,0.012441,NaN,11.766,954.89,338.43,0.01,0.34585
4.6922,448.25,67.056,-15.154,67.458,15.18,39.92,0.006302,39.92,0.0090452,7.3495,0.89659,32.9,-106,9.794,0.055345,0,2.2216,0.0048055,1136,0,0.18316,0.0087285,74.112,65.549,1.0875,0.19999,4245841,0,6.168,0.47372,0.47372,0.31329,0.035222,0.1252,0.013884,0.014901,7.9921e-5,0,0,0,0,9.6154e-5,0.0082806,7.874,48.695,82.266,0.012658,NaN,11.761,954.81,338.43,0.01,0.34625
4.7022,448.92,66.905,-15.139,67.306,15.161,39.993,0.0063246,39.993,0.0090609,7.3409,0.81644,32.9,-106,9.794,0.027835,0,2.2579,0.01055,1136,0,0.18316,0.0087285,74.123,65.549,1.0889,0.19953,4235967,0,6.139,0.47367,0.47367,0.3133,0.035195,0.12518,0.0069794,0.0076867,-3.2915e-5,0,0,0,0,9.9778e-5,0.0082621,7.874,48.695,82.244,0.012881,NaN,11.757,954.73,338.42,0.01,0.34659
4.7122,449.59,66.753,-15.128,67.155,15.145,40.066,0.0063472,40.066,0.0090766,7.3333,0.70354,32.9,-106,9.794,0.011566,0,-2.2642,0.031805,1136,0,0.18316,0.0087285,74.13,65.549,1.0897,0.19908,4225985,0,6.1098,0.47363,0.47363,0.31331,0.035169,0.12515,0.0028991,0.0029457,-2.6206e-4,0,0,0,0,-1.008e-4,0.0082436,7.874,48.695,82.221,0.013129,NaN,11.753,954.66,338.42,0.01,0.3473
4.7222,450.26,66.602,-15.117,67.004,15.129,40.14,0.0063697,40.14,0.0090922,7.3268,0.59429,32.9,-106,9.794,0.050012,0,-2.2376,0.0092077,1136,0,0.18316,0.0087285,74.114,65.549,1.0877,0.19862,4216028,0,6.0807,0.47358,0.47359,0.31331,0.035142,0.12513,0.012545,0.013863,-3.2897e-4,0,0,0,0,-9.8895e-5,0.0082251,7.874,48.695,82.198,0.013438,NaN,11.748,954.58,338.42,0.01,0.34771
4.7322,450.92,66.451,-15.106,66.853,15.114,40.213,0.0063923,40.213,0.0091078,7.3214,0.48939,32.9,-106,9.794,0.087204,0,-2.1781,0.0064606,1136,0,0.18316,0.0087285,74.098,65.549,1.0857,0.19816,4206098,0,6.0519,0.47354,0.47355,0.31332,0.035116,0.1251,0.021888,0.023702,3.0142e-4,0,0,0,0,-9.4144e-5,0.0082066,7.874,48.695,82.176,0.013764,NaN,11.744,954.51,338.42,0.01,0.34805
4.7422,451.59,66.3,-15.095,66.702,15.1,40.286,0.0064149,40.286,0.0091233,7.317,0.38955,32.9,-106,9.794,0.12286,0,-2.0874,0.0048687,1136,0,0.18316,0.0087285,74.083,65.549,1.0839,0.19771,4196186,0,6.0232,0.47349,0.47352,0.31332,0.03509,0.12508,0.030858,0.033813,-1.3082e-4,0,0,0,0,-8.6865e-5,0.0081882,7.874,48.695,82.155,0.014075,NaN,11.74,954.43,338.41,0.01,0.34844
4.7522,452.25,66.149,-15.078,66.552,15.082,40.359,0.0064375,40.359,0.0091389,7.3135,0.3258,32.9,-106,9.794,0.1458,0,-1.9696,0.0049018,1136,0,0.18316,0.0087285,74.074,65.549,1.0826,0.19726,4186399,0,5.995,0.47345,0.47348,0.31333,0.035064,0.12506,0.036635,0.039464,2.6724e-4,0,0,0,0,-7.7687e-5,0.0081698,7.874,48.695,82.135,0.014406,NaN,11.735,954.36,338.41,0.01,0.34878
4.7622,452.91,65.998,-15.048,66.402,15.053,40.432,0.0064602,40.432,0.0091545,7.3101,0.37045,32.9,-106,9.794,0.12976,0,-1.853,0.0039917,1136,0,0.18316,0.0087285,74.08,65.549,1.0835,0.19683,4177004,0,5.9677,0.47341,0.47343,0.31333,0.035039,0.12504,0.032595,0.035472,2.4283e-4,0,0,0,0,-6.9065e-5,0.0081515,7.874,48.695,82.115,0.014744,NaN,11.731,954.28,338.41,0.01,0.34919
4.7722,453.57,65.848,-15.018,66.252,15.023,40.506,0.0064829,40.506,0.0091702,7.3061,0.41684,32.9,-106,9.794,0.1129,0,-1.7508,0.0029003,1136,0,0.18316,0.0087285,74.087,65.549,1.0843,0.1964,4167626,0,5.9406,0.47337,0.47339,0.31334,0.035014,0.12501,0.02835,0.031273,-1.4379e-4,0,0,0,0,-6.1928e-5,0.0081331,7.874,48.695,82.097,0.015052,NaN,11.727,954.21,338.41,0.01,0.34956
4.7822,454.23,65.698,-14.987,66.102,14.994,40.579,0.0065057,40.579,0.0091858,7.3017,0.46452,32.9,-106,9.794,0.095368,0,-1.6622,0.0028207,1136,0,0.18316,0.0087285,74.094,65.549,1.0852,0.19597,4158267,0,5.9136,0.47333,0.47334,0.31334,0.03499,0.12499,0.02394,0.025659,4.5082e-4,0,0,0,0,-5.6065e-5,0.0081148,7.874,48.695,82.08,0.01538,NaN,11.723,954.14,338.4,0.01,0.34989
4.7922,454.88,65.548,-14.957,65.953,14.965,40.652,0.0065286,40.652,0.0092016,7.2968,0.51305,32.9,-106,9.794,0.077328,0,-1.5896,0.0010102,1136,0,0.18316,0.0087285,74.102,65.549,1.0862,0.19554,4148925,0,5.8867,0.47329,0.47329,0.31335,0.034965,0.12497,0.019404,0.02079,-3.6151e-4,0,0,0,0,-5.1501e-5,0.0080966,7.874,48.695,82.064,0.015712,NaN,11.718,954.06,338.4,0.01,0.35025
4.8022,455.54,65.399,-14.929,65.804,14.939,40.725,0.0065515,40.725,0.0092174,7.2915,0.53962,32.9,-106,9.794,0.067182,0,-1.5319,-2.8374e-4,1136,0,0.18316,0.0087285,74.106,65.549,1.0867,0.1951,4139518,0,5.8597,0.47324,0.47325,0.31336,0.034941,0.12495,0.016855,0.018,5.3869e-5,0,0,0,0,-4.8046e-5,0.0080783,7.874,48.695,82.049,0.016034,NaN,11.714,953.99,338.4,0.01,0.35058
4.8122,456.19,65.25,-14.911,65.655,14.919,40.797,0.0065746,40.797,0.0092334,7.2863,0.49099,32.9,-106,9.794,0.08475,0,-1.4691,3.8166e-4,1136,0,0.18316,0.0087285,74.098,65.549,1.0857,0.19466,4129843,0,5.8321,0.4732,0.47321,0.31336,0.034916,0.12493,0.021269,0.022922,-1.1821e-4,0,0,0,0,-4.4389e-5,0.0080601,7.874,48.695,82.034,0.016341,NaN,11.71,953.92,338.4,0.01,0.35091
4.8222,456.84,65.101,-14.893,65.507,14.9,40.87,0.0065978,40.87,0.0092494,7.2817,0.4456,32.9,-106,9.794,0.10125,0,-1.392,1.0238e-4,1136,0,0.18316,0.0087285,74.091,65.549,1.0849,0.19422,4120185,0,5.8046,0.47316,0.47318,0.31337,0.034891,0.1249,0.025416,0.027214,4.1158e-4,0,0,0,0,-4.0036e-5,0.0080419,7.874,48.695,82.019,0.01663,NaN,11.706,953.84,338.39,0.01,0.35123
4.8322,457.49,64.952,-14.875,65.358,14.88,40.943,0.0066211,40.943,0.0092655,7.2774,0.40367,32.9,-106,9.794,0.11657,0,-1.3032,-1.0188e-4,1136,0,0.18316,0.0087285,74.085,65.549,1.084,0.19377,4110543,0,5.7772,0.47312,0.47314,0.31337,0.034866,0.12488,0.02927,0.031782,1.2221e-4,0,0,0,0,-3.5249e-5,0.0080238,7.874,48.695,82.006,0.01686,NaN,11.701,953.77,338.39,0.01,0.35154
4.8422,458.14,64.803,-14.856,65.21,14.861,41.016,0.0066445,41.016,0.0092818,7.2736,0.3654,32.9,-106,9.794,0.13062,0,-1.2028,4.2452e-4,1136,0,0.18316,0.0087285,74.079,65.549,1.0833,0.19333,4100917,0,5.75,0.47308,0.4731,0.31338,0.034841,0.12486,0.032807,0.035919,5.2108e-5,0,0,0,0,-3.0167e-5,0.0080057,7.874,48.695,81.993,0.01707,NaN,11.697,953.7,338.39,0.01,0.35186
4.8522,458.79,64.655,-14.834,65.062,14.838,41.089,0.006668,41.089,0.0092982,7.2701,0.35188,32.9,-106,9.794,0.13545,0,-1.0923,2.875e-4,1136,0,0.18316,0.0087285,74.077,65.549,1.083,0.19289,4091386,0,5.723,0.47303,0.47306,0.31338,0.034816,0.12484,0.034022,0.036695,4.5771e-4,0,0,0,0,-2.4994e-5,0.0079876,7.874,48.695,81.982,0.017273,NaN,11.693,953.63,338.38,0.01,0.35225
4.8622,459.43,64.506,-14.802,64.914,14.808,41.161,0.0066917,41.161,0.0093147,7.2662,0.41265,32.9,-106,9.794,0.11217,0,-0.99183,-2.6377e-4,1136,0,0.18316,0.0087285,74.086,65.549,1.0842,0.19247,4082141,0,5.6968,0.473,0.47301,0.31339,0.034792,0.12482,0.028164,0.030329,1.4446e-5,0,0,0,0,-2.0697e-5,0.0079695,7.874,48.695,81.971,0.017445,NaN,11.689,953.55,338.38,0.01,0.35257
4.8722,460.08,64.359,-14.77,64.767,14.778,41.234,0.0067154,41.234,0.0093313,7.2618,0.47402,32.9,-106,9.794,0.088417,0,-0.91129,-4.093e-4,1136,0,0.18316,0.0087285,74.096,65.549,1.0855,0.19204,4072913,0,5.6707,0.47296,0.47297,0.31339,0.034769,0.12479,0.022189,0.023987,6.4263e-5,0,0,0,0,-1.755e-5,0.0079515,7.874,48.695,81.962,0.017636,NaN,11.684,953.48,338.38,0.01,0.35322
4.8822,460.72,64.211,-14.739,64.62,14.748,41.306,0.0067394,41.306,0.0093481,7.2568,0.53544,32.9,-106,9.794,0.06438,0,-0.84957,-0.0022964,1136,0,0.18316,0.0087285,74.106,65.549,1.0867,0.19162,4063702,0,5.6448,0.47292,0.47292,0.3134,0.034745,0.12477,0.01615,0.017637,-3.3657e-4,0,0,0,0,-1.5321e-5,0.0079335,7.874,48.695,81.953,0.017825,NaN,11.68,953.41,338.38,0.01,0.35353
4.8922,461.36,64.064,-14.707,64.473,14.719,41.379,0.0067634,41.379,0.009365,7.2511,0.59643,32.9,-106,9.794,0.040255,0,-0.8077,-0.0051039,1136,0,0.18316,0.0087285,74.116,65.549,1.0879,0.1912,4054508,0,5.619,0.47288,0.47288,0.3134,0.034721,0.12475,0.010093,0.010813,4.3467e-4,0,0,0,0,-1.3909e-5,0.0079155,7.874,48.695,81.945,0.018006,NaN,11.676,953.34,338.37,0.01,0.35381
4.9022,462,63.917,-14.677,64.326,14.692,41.451,0.0067876,41.451,0.0093821,7.2448,0.64444,32.9,-106,9.794,0.0209,0,-0.78524,-0.012438,1136,0,0.18316,0.0087285,74.123,65.549,1.0889,0.19077,4045284,0,5.5932,0.47284,0.47284,0.31341,0.034698,0.12473,0.0052383,0.0058176,4.7737e-4,0,0,0,0,-1.3205e-5,0.0078976,7.874,48.695,81.937,0.01816,NaN,11.672,953.27,338.37,0.01,0.35413
4.9122,462.64,63.77,-14.653,64.18,14.668,41.524,0.0068119,41.524,0.0093993,7.2384,0.65053,32.9,-106,9.794,0.017622,0,-0.7697,-0.01545,1136,0,0.18316,0.0087285,74.125,65.549,1.0891,0.19034,4035916,0,5.567,0.4728,0.4728,0.31341,0.034674,0.12471,0.0044164,0.0050593,-1.6003e-4,0,0,0,0,-1.2746e-5,0.0078796,7.874,48.695,81.929,0.018284,NaN,11.668,953.2,338.37,0.01,0.35443
4.9222,463.28,63.624,-14.629,64.034,14.644,41.596,0.0068364,41.596,0.0094166,7.2318,0.65682,32.9,-106,9.794,0.014238,0,-0.75695,-0.019714,1136,0,0.18316,0.0087285,74.126,65.549,1.0893,0.18991,4026564,0,5.541,0.47276,0.47276,0.31342,0.03465,0.12469,0.0035681,0.0041508,3.0828e-4,0,0,0,0,-1.2383e-5,0.0078617,7.874,48.695,81.921,0.018392,NaN,11.664,953.12,338.37,0.01,0.35473
4.9322,463.91,63.478,-14.605,63.888,14.62,41.668,0.006861,41.668,0.0094341,7.2252,0.66321,32.9,-106,9.794,0.010781,0,-0.74738,-0.026657,1136,0,0.18316,0.0087285,74.127,65.549,1.0894,0.18948,4017227,0,5.5151,0.47272,0.47272,0.31342,0.034627,0.12467,0.0027015,0.0025671,-4.8637e-4,0,0,0,0,-1.2127e-5,0.0078439,7.874,48.695,81.914,0.01843,NaN,11.66,953.05,338.36,0.01,0.35502
4.9422,464.55,63.332,-14.581,63.742,14.597,41.741,0.0068857,41.741,0.0094518,7.2186,0.66962,32.9,-106,9.794,0.0072835,0,-0.74021,-0.037526,1136,0,0.18316,0.0087285,74.129,65.549,1.0896,0.18905,4007906,0,5.4892,0.47268,0.47268,0.31343,0.034603,0.12465,0.001825,0.0024258,-3.8508e-4,0,0,0,0,-1.195e-5,0.007826,7.874,48.695,81.906,0.01845,NaN,11.655,952.98,338.36,0.01,0.35531
4.9522,465.18,63.186,-14.557,63.596,14.573,41.813,0.0069106,41.813,0.0094695,7.2118,0.68311,32.9,-106,9.794,0.0010116,0,-0.68729,-0.26731,1136,0,0.18316,0.0087285,74.131,65.549,1.0899,0.18862,3998629,0,5.4636,0.47264,0.47264,0.31343,0.03458,0.12463,2.5344e-4,7.4355e-4,5.9762e-5,0,0,0,0,-1.0349e-5,0.0078082,7.874,48.695,81.899,0.018493,NaN,11.651,952.91,338.36,0.01,0.3556
4.9622,465.81,63.041,-14.529,63.451,14.547,41.885,0.0069356,41.885,0.0094874,7.2048,0.72041,32.9,-106,9.794,0.014911,0,0.74262,-0.018707,1136,0,0.18316,0.0087285,74.125,65.549,1.0892,0.1882,3989464,0,5.4384,0.4726,0.4726,0.31344,0.034557,0.1246,0.0037367,0.0036109,1.6821e-4,0,0,0,0,1.2136e-5,0.0077904,7.874,48.695,81.892,0.018522,NaN,11.647,952.84,338.36,0.01,0.35589
4.9722,466.44,62.895,-14.501,63.306,14.521,41.957,0.0069607,41.957,0.0095055,7.1974,0.75645,32.9,-106,9.794,0.030384,0,0.76062,-0.0090426,1136,0,0.18316,0.0087285,74.119,65.549,1.0883,0.18778,3980315,0,5.4132,0.47256,0.47256,0.31344,0.034534,0.12458,0.0076162,0.0086026,-4.2512e-4,0,0,0,0,1.2789e-5,0.0077727,7.874,48.695,81.884,0.01855,NaN,11.643,952.77,338.35,0.01,0.35628
4.9822,467.07,62.751,-14.474,63.161,14.496,42.029,0.006986,42.029,0.0095236,7.1897,0.79097,32.9,-106,9.794,0.045371,0,0.79015,-0.0050697,1136,0,0.18316,0.0087285,74.112,65.549,1.0875,0.18736,3971182,0,5.3882,0.47252,0.47253,0.31345,0.034511,0.12456,0.011376,0.012553,-2.7024e-4,0,0,0,0,1.3864e-5,0.007755,7.874,48.695,81.876,0.018514,NaN,11.639,952.7,338.35,0.01,0.35657
4.9922,467.7,62.606,-14.447,63.017,14.471,42.101,0.0070113,42.101,0.0095419,7.1816,0.82376,32.9,-106,9.794,0.059776,0,0.83054,-0.0039584,1136,0,0.18316,0.0087285,74.106,65.549,1.0868,0.18694,3962065,0,5.3632,0.47248,0.47249,0.31345,0.034488,0.12454,0.014991,0.016408,1.5473e-5,0,0,0,0,1.5387e-5,0.0077372,7.874,48.695,81.868,0.018463,NaN,11.635,952.63,338.35,0.01,0.35688
5.0022,468.32,62.462,-14.422,62.872,14.447,42.173,0.0070368,42.173,0.0095603,7.1732,0.84971,32.9,-106,9.794,0.071528,0,0.88083,-0.0030325,1136,0,0.18316,0.0087285,74.101,65.549,1.0861,0.18652,3952943,0,5.3384,0.47245,0.47245,0.31346,0.034465,0.12452,0.017942,0.019174,2.0253e-4,0,0,0,0,1.7385e-5,0.0077196,7.874,48.695,81.86,0.018414,NaN,11.631,952.56,338.35,0.01,0.35899
5.0122,468.95,62.318,-14.398,62.728,14.424,42.244,0.0070624,42.244,0.0095787,7.1647,0.85705,32.9,-106,9.794,0.075817,0,0.93639,-0.0028566,1136,0,0.18316,0.0087285,74.099,65.549,1.0859,0.1861,3943768,0,5.3134,0.47241,0.47242,0.31346,0.034443,0.1245,0.019019,0.020907,2.5721e-4,0,0,0,0,1.9736e-5,0.0077019,7.874,48.695,81.851,0.018363,NaN,11.627,952.49,338.34,0.01,0.36056
5.0222,469.57,62.174,-14.375,62.584,14.401,42.316,0.0070881,42.316,0.0095973,7.1561,0.86289,32.9,-106,9.794,0.079505,0,0.9948,-0.0019192,1136,0,0.18316,0.0087285,74.098,65.549,1.0857,0.18568,3934609,0,5.2885,0.47237,0.47238,0.31347,0.03442,0.12448,0.019946,0.022076,-2.4549e-4,0,0,0,0,2.2377e-5,0.0076843,7.874,48.695,81.841,0.018288,NaN,11.623,952.42,338.34,0.01,0.36104
5.0322,470.19,62.03,-14.353,62.44,14.379,42.387,0.0071139,42.387,0.009616,7.1474,0.86719,32.9,-106,9.794,0.08258,0,1.0563,-0.0020919,1136,0,0.18316,0.0087285,74.096,65.549,1.0855,0.18525,3925465,0,5.2637,0.47233,0.47234,0.31347,0.034397,0.12446,0.020718,0.022555,4.0008e-4,0,0,0,0,2.5345e-5,0.0076667,7.874,48.695,81.831,0.018194,NaN,11.619,952.35,338.34,0.01,0.36139
5.0422,470.81,61.887,-14.33,62.297,14.357,42.459,0.0071398,42.459,0.0096347,7.1388,0.86997,32.9,-106,9.794,0.085033,0,1.119,-0.0015831,1136,0,0.18316,0.0087285,74.095,65.549,1.0854,0.18483,3916337,0,5.2391,0.47229,0.4723,0.31348,0.034375,0.12444,0.021334,0.022723,4.1492e-4,0,0,0,0,2.8575e-5,0.0076491,7.874,48.695,81.82,0.018117,NaN,11.615,952.28,338.34,0.01,0.36173
5.0522,471.43,61.743,-14.307,62.154,14.334,42.53,0.0071657,42.53,0.0096535,7.13,0.87542,32.9,-106,9.794,0.088582,0,1.1822,-0.001817,1136,0,0.18316,0.0087285,74.094,65.549,1.0852,0.18441,3907240,0,5.2145,0.47226,0.47227,0.31348,0.034352,0.12442,0.022226,0.02421,-2.1306e-4,0,0,0,0,3.2037e-5,0.0076316,7.874,48.695,81.808,0.018045,NaN,11.611,952.21,338.33,0.01,0.36229
5.0622,472.04,61.6,-14.283,62.011,14.311,42.601,0.0071918,42.601,0.0096724,7.1212,0.89338,32.9,-106,9.794,0.097326,0,1.2507,-0.0015454,1136,0,0.18316,0.0087285,74.09,65.549,1.0847,0.184,3898217,0,5.1903,0.47222,0.47223,0.31349,0.03433,0.1244,0.024423,0.02647,-3.5691e-4,0,0,0,0,3.6018e-5,0.0076141,7.874,48.695,81.796,0.017976,NaN,11.607,952.15,338.33,0.01,0.36267
5.0722,472.66,61.458,-14.259,61.868,14.288,42.673,0.0072179,42.673,0.0096913,7.1122,0.90929,32.9,-106,9.794,0.10527,0,1.3245,-6.9374e-4,1136,0,0.18316,0.0087285,74.087,65.549,1.0843,0.18358,3889209,0,5.1661,0.47218,0.4722,0.31349,0.034308,0.12438,0.02642,0.028301,2.4617e-4,0,0,0,0,4.0581e-5,0.0075966,7.874,48.695,81.783,0.01788,NaN,11.603,952.08,338.33,0.01,0.36299
5.0822,473.27,61.315,-14.236,61.725,14.266,42.744,0.0072441,42.744,0.0097103,7.103,0.9231,32.9,-106,9.794,0.11237,0,1.4034,-7.9391e-4,1136,0,0.18316,0.0087285,74.084,65.549,1.0839,0.18317,3880217,0,5.1421,0.47214,0.47216,0.3135,0.034286,0.12436,0.028207,0.030174,3.6999e-4,0,0,0,0,4.5764e-5,0.0075791,7.874,48.695,81.77,0.017783,NaN,11.599,952.01,338.33,0.01,0.36335
